자전거대여소명,자전거대여소구분,소재지도로명주소,소재지지번주소,위도,경도,운영시작시각,운영종료시각,휴무일,요금구분,자전거이용요금,자전거보유대수,거치대수,공기주입기비치여부,공기주입기유형,수리대설치여부,관리기관전화번호,관리기관명,데이터기준일자
연가초등학교 옆,무인대여소,서울특별시 서대문구 북가좌동 70-119,서울특별시 서대문구 북가좌동 70-119,37.57946,126.91713,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,10,15,N,수동식,N,1599-0120,서울시설공단,2017-11-21
부엉이공원 앞,무인대여소,서울특별시 마포구 가양대로 189,서울특별시 마포구 가양대로 189,37.58559,126.884727,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,13,20,N,수동식,N,1599-0120,서울시설공단,2017-11-21
DMC빌 앞,무인대여소,서울특별시 마포구 월드컵북로60길 13,서울특별시 마포구 월드컵북로60길 13,37.582657,126.885788,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,5,8,N,수동식,N,1599-0120,서울시설공단,2017-11-21
상암월드컵파크 7단지 앞,무인대여소,서울특별시 마포구 상암산로1길 92,서울특별시 마포구 상암산로1길 92,37.581314,126.880585,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,10,15,N,수동식,N,1599-0120,서울시설공단,2017-11-21
마포구 육아종합지원센터,무인대여소,서울특별시 마포구 상암산로1길 71,서울특별시 마포구 상암산로1길 71,37.580631,126.883675,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,5,8,N,수동식,N,1599-0120,서울시설공단,2017-11-21
LG CNS앞,무인대여소,서울특별시 마포구 월드컵북로 424,서울특별시 마포구 월드컵북로 424,37.580811,126.88665,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,13,20,N,수동식,N,1599-0120,서울시설공단,2017-11-21
누리꿈스퀘어 옆,무인대여소,서울특별시 마포구 월드컵북로 396,서울특별시 마포구 월드컵북로 396,37.579399,126.88916,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,16,25,N,수동식,N,1599-0120,서울시설공단,2017-11-21
상암중학교 옆,무인대여소,서울특별시 마포구 상암산로1길 26,서울특별시 마포구 상암산로1길 26,37.577496,126.887772,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
DMC홍보관,무인대여소,서울특별시 마포구 월드컵북로 366,서울특별시 마포구 월드컵북로 366,37.577995,126.891472,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,6,9,N,수동식,N,1599-0120,서울시설공단,2017-11-21
DMC산학협력연구센터 앞,무인대여소,서울특별시 마포구 매봉산로 37,서울특별시 마포구 매봉산로 37,37.575802,126.890739,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,13,20,N,수동식,N,1599-0120,서울시설공단,2017-11-21
상암월드컵파크 3단지 후문,무인대여소,서울특별시 마포구 매봉산로 8,서울특별시 마포구 매봉산로 8,37.571476,126.889687,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,6,9,N,수동식,N,1599-0120,서울시설공단,2017-11-21
상암동주민센터 옆,무인대여소,서울특별시 마포구 매봉산로2길 16,서울특별시 마포구 매봉산로2길 16,37.57822,126.89447,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,5,8,N,수동식,N,1599-0120,서울시설공단,2017-11-21
DMC역 9번출구 앞,무인대여소,서울특별시 마포구 성암로 지하184,서울특별시 마포구 성암로 지하184,37.577469,126.897362,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
백련산 힐스테이트 3차,무인대여소,서울특별시 은평구 응암동 761-9,서울특별시 은평구 응암동 761-9,37.586994,126.922882,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
은평평화공원(역촌역4번출구),무인대여소,서울특별시 은평구 녹번동 153-31,서울특별시 은평구 녹번동 153-31,37.605583,126.922935,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
응암오거리,무인대여소,서울특별시 은평구 응암동 604-5,서울특별시 은평구 응암동 604-5,37.589661,126.916946,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
이마트 은평점,무인대여소,서울특별시 은평구 응암동 90-15,서울특별시 은평구 응암동 90-15,37.6007,126.920128,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,10,15,N,수동식,N,1599-0120,서울시설공단,2017-11-21
새절역 2번출구,무인대여소,서울특별시 은평구 응암동 610-3,서울특별시 은평구 응암동 610-3,37.590797,126.913651,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,13,20,N,수동식,N,1599-0120,서울시설공단,2017-11-21
증산역 4번출구,무인대여소,서울특별시 은평구 증산동 199-8,서울특별시 은평구 증산동 199-8,37.584381,126.909897,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
평생학습관 앞,무인대여소,서울특별시 은평구 역촌동 15-40,서울특별시 은평구 역촌동 15-40,37.607849,126.921326,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,5,7,N,수동식,N,1599-0120,서울시설공단,2017-11-21
녹번역 4번출구,무인대여소,서울특별시 은평구 녹번동 55,서울특별시 은평구 녹번동 55,37.601299,126.935349,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,6,9,N,수동식,N,1599-0120,서울시설공단,2017-11-21
서울혁신파크,무인대여소,서울특별시 은평구 녹번동 15-2,서울특별시 은평구 녹번동 15-2,37.607948,126.932503,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
신도고등학교,무인대여소,서울특별시 은평구 진관동 242-14,서울특별시 은평구 진관동 242-14,37.630016,126.919029,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
연신내역 4번출구,무인대여소,서울특별시 은평구 대조동 227-2,서울특별시 은평구 대조동 227-2,37.617802,126.921967,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
국민은행 연서지점,무인대여소,서울특별시 은평구 불광동 355,서울특별시 은평구 불광동 355,37.620949,126.925636,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
남가좌동 사거리,무인대여소,서울특별시 서대문구 남가좌동 185-21,서울특별시 서대문구 남가좌동 185-21,37.574821,126.918053,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,13,20,N,수동식,N,1599-0120,서울시설공단,2017-11-21
북가좌 삼거리,무인대여소,서울특별시 서대문구 북가좌동 400,서울특별시 서대문구 북가좌동 400,37.573002,126.907799,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,10,15,N,수동식,N,1599-0120,서울시설공단,2017-11-21
가재울 뉴타운 주유소 옆,무인대여소,서울특별시 서대문구 남가좌동 124,서울특별시 서대문구 남가좌동 124,37.573112,126.922447,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
임광빌딩 앞,무인대여소,서울특별시 서대문구 미근동 317-1,서울특별시 서대문구 미근동 317-1,37.562134,126.969254,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
서대문소방서,무인대여소,서울특별시 서대문구 연희로 182,서울특별시 서대문구 연희로 182,37.573254,126.935722,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,5,8,N,수동식,N,1599-0120,서울시설공단,2017-11-21
서대문역 8번출구 앞,무인대여소,서울특별시 서대문구 충정로2가 138,서울특별시 서대문구 충정로2가 138,37.564777,126.966148,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,5,8,N,수동식,N,1599-0120,서울시설공단,2017-11-21
명지대학교 학생회관,무인대여소,서울특별시 서대문구 거북골로 34,서울특별시 서대문구 거북골로 34,37.580589,126.923447,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
홍연2교옆,무인대여소,서울특별시 서대문구 홍은동 387-16,서울특별시 서대문구 홍은동 387-16,37.578072,126.930817,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,13,20,N,수동식,N,1599-0120,서울시설공단,2017-11-21
명지대학교 도서관,무인대여소,서울특별시 서대문구 거북골로 34,서울특별시 서대문구 거북골로 34,37.581097,126.924026,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
북가좌 초등학교,무인대여소,서울특별시 서대문구 거북골로19길 20,서울특별시 서대문구 거북골로19길 20,37.577675,126.909805,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,5,8,N,수동식,N,1599-0120,서울시설공단,2017-11-21
증산3교 앞,무인대여소,서울특별시 서대문구 북가좌동 352-9,서울특별시 서대문구 북가좌동 352-9,37.579876,126.906349,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
가좌역 4번출구 앞,무인대여소,서울특별시 서대문구 남가좌동 293-3,서울특별시 서대문구 남가좌동 293-3,37.569122,126.914795,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,10,15,N,수동식,N,1599-0120,서울시설공단,2017-11-21
상암월드컵파크 1단지 교차로,무인대여소,서울특별시 마포구 월드컵북로 502-7,서울특별시 마포구 월드컵북로 502-7,37.575665,126.894447,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,8,12,N,수동식,N,1599-0120,서울시설공단,2017-11-21
DMC역 2번출구 옆,무인대여소,서울특별시 은평구 수색로 지하175,서울특별시 은평구 수색로 지하175,37.575069,126.899918,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,13,20,N,수동식,N,1599-0120,서울시설공단,2017-11-21
월드컵경기장역 3번출구 옆,무인대여소,서울특별시 마포구 월드컵로 지하240,서울특별시 마포구 월드컵로 지하240,37.570721,126.898979,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
홈플러스 앞,무인대여소,서울특별시 마포구 월드컵로 240,서울특별시 마포구 월드컵로 240,37.56842,126.899429,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,14,21,N,수동식,N,1599-0120,서울시설공단,2017-11-21
서울시 공공자전거 상암센터,무인대여소,서울특별시 마포구 월드컵북로47길 10,서울특별시 마포구 월드컵북로47길 10,37.566246,126.896179,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,26,40,N,수동식,N,1599-0120,서울시설공단,2017-11-21
마포구청 앞,무인대여소,서울특별시 마포구 월드컵로 212,서울특별시 마포구 월드컵로 212,37.565903,126.901184,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,5,8,N,수동식,N,1599-0120,서울시설공단,2017-11-21
문화비축기지,무인대여소,서울특별시 마포구 증산로 87,서울특별시 마포구 증산로 87,37.569084,126.894424,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,8,13,N,수동식,N,1599-0120,서울시설공단,2017-11-21
상명대입구,무인대여소,서울특별시 종로구 홍지문길 1,서울특별시 종로구 홍지문길 1,37.600128,126.957832,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
신영동삼거리,무인대여소,서울특별시 종로구 진흥로 499,서울특별시 종로구 진흥로 499,37.603992,126.961945,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
효자동 삼거리,무인대여소,서울특별시 종로구 효자로13길 45,서울특별시 종로구 효자로13길 45,37.583603,126.972549,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,10,15,N,수동식,N,1599-0120,서울시설공단,2017-11-21
청와대앞길,무인대여소,서울특별시 종로구 청와대로 73,서울특별시 종로구 청와대로 73,37.583515,126.979668,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,8,13,N,수동식,N,1599-0120,서울시설공단,2017-11-21
어린이대공원역 3번출구 앞,무인대여소,서울특별시 광진구 능동로 지하210,서울특별시 광진구 능동로 지하210,37.54707,127.074272,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
메뚜기다리,무인대여소,서울특별시 은평구 진관동 161-9,서울특별시 은평구 진관동 161-9,37.628517,126.929581,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,10,15,N,수동식,N,1599-0120,서울시설공단,2017-11-21
불광역 2번출구,무인대여소,서울특별시 은평구 불광동 285-43,서울특별시 은평구 불광동 285-43,37.609566,126.930977,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,5,8,N,수동식,N,1599-0120,서울시설공단,2017-11-21
불광역 8번출구,무인대여소,서울특별시 은평구 불광동 276-6,서울특별시 은평구 불광동 276-6,37.611179,126.929665,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,5,8,N,수동식,N,1599-0120,서울시설공단,2017-11-21
연신내역 3번출구 인근,무인대여소,서울특별시 은평구 불광동 304-5,서울특별시 은평구 불광동 304-5,37.617855,126.922523,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
은평역사한옥박물관,무인대여소,서울특별시 은평구 진관동 133-29,서울특별시 은평구 진관동 133-29,37.641315,126.938042,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,10,15,N,수동식,N,1599-0120,서울시설공단,2017-11-21
구 서부경찰서 건너편,무인대여소,서울특별시 은평구 역촌동 41-7,서울특별시 은평구 역촌동 41-7,37.601662,126.920303,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,5,7,N,수동식,N,1599-0120,서울시설공단,2017-11-21
역촌파출소,무인대여소,서울특별시 은평구 역촌동 45-34,서울특별시 은평구 역촌동 45-34,37.604736,126.915337,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
예일여중,무인대여소,서울특별시 은평구 연서로 117,서울특별시 은평구 연서로 117,37.610004,126.916397,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
LG서비스 역촌점,무인대여소,서울특별시 은평구 서오릉로 163,서울특별시 은평구 서오릉로 163,37.612484,126.914879,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
